
"ID","Statut","Titre","Identifiant","Description","Catégorie","Thème","Propriétaire","Diffuseur","Note","Couverture","Langue","Date publication","Periode validitée","Date mise à jour","Mots clés","Licence","URL",
 
     112,"pub","Cadastre","VilleMTP_MTP_Cadastre","Cette donnée contient différentes données cadastrales relatives à la commune de Montpellier. Il s’agit d’une compilation issue du plan cadastral PCI vecteur réalisé par la Direction Régionale des Finances Publiques, cette donnée est transmise dans un premier temps au département de l’Hérault et ensuite à la Ville de Montpellier par convention. Seules les données géographiques sont disponibles, les données littérales étant exclues de la diffusion. 

Source DGFiP - cadastre, Mise à jour : 10/2012. 

Les données sont : 

Le bâti (VilleMTP_MTP_Cadastre_bati) 

Les éléments linaires d’habillage (VilleMTP_MTP_Cadastre_hab_lin) 

Les éléments ponctuels d’habillage (VilleMTP_MTP_Cadastre_hab_pt) 

Les éléments surfaciques d’habillage (VilleMTP_MTP_Cadastre_hab_surf) 

Les rivières (VilleMTP_MTP_Cadastre_hydro) 

Les lieux-dits (VilleMTP_MTP_Cadastre_lieudit) 

Les parcelles (VilleMTP_MTP_Cadastre_parcelle) 

Les sections et subdivisions fiscales (VilleMTP_MTP_Cadastre_sect_cad) 

Certains champs correspondent à une nomenclature définie par la DGFiP, afin de pouvoir les interpréter nous ajoutons le document relatif au &#171; standard d'échange des objets du plan cadastral informatisé fondé sur la norme edigéo &#187;","Urbanisme","Planification, cadastre","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","24.04.2013","Annuelle","2013-04-24","cadastre ;  plan ; urbanisme ; bâtiment ; hydrographie ; parcelle ; lieu-dit ; fiscalité ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Cadastre" 
     111,"pub","Parcours Tour De France 2013","VilleMTP_MTP_TDF2013","Cette donnée renseigne le parcours d’arrivée (jeudi 4 juillet 2013, étape 6, Aix-en-Provence - Montpellier) et de départ (vendredi 5 juillet 2013, étape 7, Montpellier – Albi) sur la commune de Montpellier pour le Tour de France 2013. Le parcours d'arrivée est indiqué en rouge et le parcours de départ en vert. 

Vous trouverez aussi les mesures de circulation et de stationnement (pdf) ainsi que l’arrêté municipal relatif à cet événement (word). 

Des dispositions particulières de circulation et de stationnement. 

Les 4 et 5 juillet, la Ville de Montpellier est heureuse d’accueillir le Tour de France. Grâce à cet événement sportif de renommée mondiale, notre ville va bénéficier d’un retentissement exceptionnel. 

Des dispositions particulières de circulation et de stationnement ont été prises pour que cette manifestation se déroule dans des conditions optimales de sécurité, tant pour le public que pour les participants. Afin de vous informer au mieux, un accueil téléphonique est mis en place au 04 67 34 88 50 : 

du 17 juin au 3 juillet (sauf les week-ends)de 8h30 à 17h30 jeudi 4 juillet de 7h30 à 19h30 vendredi 5 juillet de 7h30 à 14h 

Vous pouvez aussi déposer vos remarques ou vos demandes d’informations à tourdefrance@ville-montpellier.fr.","Sports &amp; Loisirs","Localisation","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","22.04.2013","Annuelle","2013-07-02","Tour de France ; vélo ; parcours ; étape ; montpellier ","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Parcours-Tour-De-France-2013" 
     110,"pub","Statistiques Open Data","VilleMTP_MTP_StatOD","Cette donnée renseigne les statistiques de téléchargement des données sur le portail open data de la Ville de Montpellier. 

onglet 1 : statistiques générales 

onglet 2 : statistiques tous fichiers / tous formats 

onglet 3 : statistiques .xls 

onglet 4 : statistiques données OSM 

onglet 5 : statistiques formats 

onglet 6 : origine des vues (pages)","Numérique","Services d&#8217;utilité publique, communication","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","11.04.2013","Annuelle","2013-04-11","statistique : open data ; téléchargement ; fréquentation ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Statistiques-Open-Data" 
     109,"pub","Mission Grand Coeur ","VilleMTP_MTP_GrandCoeur","Cette donnée renseigne différents éléments sur le secteur Grand Cœur (Centre Ville). Pour des raisons de changement et de mise à jour des outils métiers de la mission grand Cœur de la Ville de Montpellier les données sont à l’heure actuelle uniquement disponibles sous des formats .pdf, excel et ai. 

La première donnée renseigne les Déclarations d’Utilité Publique (DUP), &#171; la procédure d’expropriation permet à une collectivité territoriale de s’approprier d’autorité des biens immobiliers privés, afin de réaliser un projet d’aménagement d’utilité publique. La déclaration d’utilité publique (DUP) est l’acte par lequel la collectivité affirme son intention de recourir à l’expropriation &#187;. Programme de travaux objet d’un arrêté préfectoral de Déclaration d’utilité publique (DUP), qui impose aux propriétaires la réalisation de travaux de réhabilitation immobilière dans un objectif de qualité architecturale et urbaine, afin de lutter contre l’habitat indigne 

La deuxième donnée renseigne les Opérations Programmées d'Amélioration de l'Habitat (OPAH), &#171; Action concertée entre l'Etat, l'Agence Nationale pour l'Amélioration de l'Habitat (ANAH) et une ou plusieurs communes dont l'objectif est de réhabiliter le patrimoine bâti et d'améliorer le confort des logements. Un des moyens de la mise en place de ce type d'opération est d'accorder des taux majorés de subvention aux propriétaires bailleurs et aux propriétaires occupants, sous certaines conditions. Action de nature incitative, elle vise à créer les conditions favorables à la réalisation de travaux d'amélioration de l'habitat dans les périmètres concernés &#187;. Dispositif incitatif mis en œuvre avec les partenariats de l'Agence nationale pour l'amélioration de l'habitat (ANAH) et des collectivités locales (ici Ville de Montpellier et Montpelier agglomération) dont l'objectif est de réhabiliter le patrimoine bâti (logements et copropriétés). Au sein des périmètres ciblés, des subventions aux propriétaires bailleurs et aux propriétaires occupants, sous certaines conditions, sur des thématiques définies comme prioritaires, afin de afin de lutter contre l’habitat indigne. 

La troisième donnée renseigne les préemptions des fonds de commerce, à savoir le périmètre d’instauration du droit de préemption sur les fonds de commerce, les fonds artisanaux et les baux commerciaux. Régi par le Code de l’urbanisme, le droit de préemption urbain permet à une collectivité territoriale de se substituer à l’acquéreur lors de la vente de biens, sachant que seuls les biens immobiliers sont visés, les biens et droits mobiliers, comme les fonds de commerce ou les baux commerciaux, en étant exclus. Instauré par délibération du Conseil municipal de Montpellier n&#176;2010/262, le droit de préemption de fonds de commerces, fonds artisanaux ou baux commerciaux vise à préserver l’attractivité et la chalandise spécifique de pôles commerciaux structurants du centre ville, à améliorer les conditions d’exploitation et le maintien d’activités professionnelles particulières, à limiter l’impact de processus de spécialisation excessifs de certains sites et linéaires commerciaux et pouvoir contrer toute démarche spéculative et toute surenchère résultant de la mise en œuvre de projets urbains commerciaux structurants. 

La quatrième donnée renseigne les périmètres soumis à l’obligation de ravalement. 

La cinquième donnée renseigne les secteurs sauvegardés et les zones de protections du patrimoine (ZPPAUP). &#171; Elle a pour objet d'assurer la protection du patrimoine paysager et urbain et mettre en valeur des quartiers et sites à protéger pour des motifs d’ordre esthétique ou historique en exprimant l'ambition d'améliorer la notion de champ de visibilité (&#171; périmètre de 500 m &#187; aux abords d'un monument historique) en lui substituant un &#171; périmètre intelligent &#187; . 

La sixième donnée renseigne le périmètre de la première campagne d’aide à la requalification des devantures des locaux d'activité. Au sein du périmètre délimité, la Ville de Montpellier veut inciter les commerçants ou artisans à réaliser des travaux de rénovation des devantures de leurs locaux d’activités qui soient originaux et de qualité et apporte ainsi, sous conditions, une subvention aux commerçants, artisans ou professions libérales qui exercent derrière la vitrine.","Urbanisme","Planification, cadastre","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","29.03.2013","Annuelle","2013-03-29","Grand cœur ; écusson ; centre ville ; aménagement ; ZPPAUP ; DUP ; OPAH ; ravalement ; requalification ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Mission-Grand-Coeur" 
     108,"pub","QualiVille","VilleMTP_MTP_EnqueteQV","Cette donnée renseigne les résultats des enquêtes de satisfaction faites dans le cadre des démarches QualiVille. Élaboré par AFNOR Certification et le CNFPT (Centre National de la Fonction Publique Territoriale), le référentiel d’engagements de service a été défini à partir des attentes des usagers, puis validé par les associations de consommateurs et les instances représentatives des collectivités et des pouvoirs publics. QualiVille est une démarche de certification volontaire. Le certificat est délivré pour 3 ans et renouvelable, des audits annuels permettant de garantir le maintien de la qualité de service. 

Cette démarche qualité a été menée auprès des accueils et standard de l’Hôtel de Ville, des services vie quotidienne, population, état civil, administration des cimetières, droit des sols, éducation et enfance. Courtoisie, efficacité, écoute, confidentialité, clarté des informations, signalétique adaptée, optimisation des temps d’attente, confort d’accueil, ajustement des horaires, transparence et égalité dans la gestion des demandes, assistance aux personnes sont autant de thématiques abordées. 

Le résultat des enquêtes est disponible pour les années 2009, 2010, 2011, 2012 et 2013.","Politique Publique &amp; Démocratie","Société","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","19.03.2013","Annuelle","2013-03-19","QualiVille ; AFNOR ; evaluation ; politique publique ; certification ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/QualiVille" 
     107,"pub","Délibérations du Conseil Municipal","VilleMTP_MTP_Delibs","Cette donnée renseigne les données relatives aux délibérations exécutoires des conseils municipaux de la Ville de Montpellier à partir de l’année 2012. Les délibérations sont disponibles en fichier pdf texte par conseil municipal pour les conseils à partir du 25/06/2012. 

À noter que les listes ne sont pas nécessairement exhaustives, certaines délibérations ne peuvent être extraites automatiquement. 

Cependant les délibérations et des décisions sont aussi disponibles en fichier pdf image, par année sous forme de Tome, à partir de l’année 2012, depuis la donnée : Registre des délibérations - décisions (http://opendata.montpelliernumeriqu...) 

Les délibérations exécutoires sont accompagnées d’une liste de l’ensemble des délibérations pour les conseils disponibles. En application de l’article L. 2121-29 du code général des collectivités territoriales (CGCT) : &#171; le conseil municipal règle par ses délibérations les affaires de la commune &#187;. Il s’agit d’une clause générale de compétence. En effet si, par précaution, le CGCT prévoit expressément l’intervention d’une délibération dans certains domaines (vote du budget, du compte administratif, création de classes élémentaires et matérielles…), le conseil municipal est amené à intervenir, par délibération, dans tous les domaines dévolus à la commune. La délibération est donc l’acte élémentaire de l’action communale, l’habilitation juridique et politique fondant l’intervention des services de la Ville. En tant qu’acte d’habilitation, il est impératif que la délibération soit exécutoire (après publication et transmission au contrôle de légalité) avant que ne soit pris tout acte d’application. Dès lors, une convention, un marché ou tout autre acte dont la signature est autorisée par une délibération ne peut être lui-même signé qu’à une date postérieure à la date de publication et de transmission en préfecture de la délibération. Le maire, en tant qu’organe exécutif, est chargé de préparer et d’exécuter les délibérations du conseil municipal. Cette compétence de principe du conseil municipal n’est atténuée que par le régime des décisions et les pouvoirs propres dévolus au maire. 

IMPORTANT : les fichiers qui listent l'ensemble des délibérations VilleMTP_MTP_Delibs.xls et VilleMTP_MTP_Delibs.csv ont souffert d'un problème suite à la présence d'un caractère spécial de retour à la ligne lors de leur génération automatique. Nous avons résolu ce problème, néanmoins la compilation est désormais effective à partir du conseil du 25 novembre 2013. Les précédentes listes sont compilées dans les fichiers VilleMTP_MTP_Delibs_Archives.csv et VilleMTP_MTP_Delibs_Archives.txt","Politique Publique &amp; Démocratie","Services d&#8217;utilité publique, communication","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","05.02.2013","Annuelle","2014-01-20","délibération ; délibération exécutoire ; conseil municipal ; démocratie ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Deliberations-du-Conseil-Municipal" 
     106,"pub","Marchés conclus","VilleMTP_MTP_MarchesConclus","Cette donnée renseigne les marchés conclus (fournitures, travaux) par la ville au-dessus de 20.000 € HT (article 133 du code des marchés publics), depuis 2006. Pour certaines années les données renseignent des marchés entre 4.000 € HT et 20.000 € HT. L’article 133 du Code des Marchés Publics oblige à publier la liste des marchés conclus de l’année précédente dans le courant du 1er trimestre de l’année suivante.","Politique Publique &amp; Démocratie","Société","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","31.01.2013","Annuelle","2013-05-27","marché public ; achat ; prestation ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Marches-conclus" 
     105,"pub","Achats","VilleMTP_MTP_Achats","Cette donnée renseigne les marchés publics (MAPA) effectués par la centrale d’achat de la Ville de Montpellier à partie de 2012. Il s’agit avant tout d’achats de fournitures de tous types. 

Les marchés au dessus des seuils de l’article 26 du code sont soumis aux procédures formalisées imposées par le droit communautaire. Au-dessous de ces seuils, les principes constitutionnels n’imposent que le respect de principes fondamentaux, liberté d’accès, égalité de traitement des candidats et transparence des procédures, mais en laissant toute liberté aux acheteurs, dans le cadre de ces principes, d’organiser leur procédure comme ils l’entendent. Le code des marchés publics les désigne comme marchés à procédure adaptée (MAPA) parce que la procédure doit être adaptée à la nature et aux caractéristiques du besoin à satisfaire, au nombre ou à la localisation des opérateurs économiques susceptibles d’y répondre ainsi qu’aux circonstances de l’achat.","Politique Publique &amp; Démocratie","Services d&#8217;utilité publique, communication","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","17.01.2013","Annuelle","2014-01-08","Achat ; marché public ; MAPA ; fourniture ; dépense ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Achats" 
     104,"pub","Tarifs","VilleMTP_MTP_Tarifs","Cette donnée renseigne l’ensemble des tarifs montpelliérains qui seront applicables au 1er janvier de chaque année. Les ressources liées à ces différents tarifs représentent annuellement environ 20 M€ de recettes de fonctionnement. La tarification est parfois accompagnée d'annexes, comme par exemple l’annexe 1 relative aux zonages de tarification pour les terrasses et l’annexe 2 relatives dédiées au calcul d’indemnité suite aux dommages sur les arbres lors de l'année 2013. 

Les fichiers sont fournis en format pdf afin de conserver la signature préfectorale qui garantie le caractère exécutoire de la délibération municipale. 

Les tarifs des années précédentes sont archivés dans le fichier VilleMTP_MTP_Tarifs. 

Pour plus de lisibilité, les tarifs sont classés en 3 catégories : 

1 – Les tarifs relatifs aux services à la population 

2 – Les redevances d’occupation du domaine public 

3 – Les refacturations 

1-1 : Les Etablissements d’Accueil du Jeune Enfant (EAJE) 

1-2 : La restauration scolaire 

1-3 : Les Accueils de Loisirs Associés à l’Ecole (ALAE) 

1-4 : Les Accueils de Loisirs Sans Hébergement (ALSH) 

1-5 : Les prestations destinées à la jeunesse 

1-7 : Les activités socio-culturelles des Maisons Pour Tous 

1-8 : La Serre Amazonienne 

1-9 : Le parcours muséographique 

1-10 : Le théâtre Jean Vilar 

2-1 : Les locations de salles 

2-2 : La mise à disposition des locaux scolaires 

2-4 : La location des jardins familiaux 

2-5 : L’occupation du domaine public routier 

2-6 : Taxes et redevances d’occupation du domaine public 

2-7 : Les droits de voirie relatifs au stationnement 

2-8 : Les redevances relatives aux réseaux et télécommunications 

3-1 : Refacturation des prestations de reprographie et de petites fournitures 

3-2 : Refacturation des prestations d’entretien des espaces verts 

3-3 : Refacturation des prestations de nettoyage 

3-4 : Refacturation des travaux de voirie pour le compte des tiers 

3-5 : Refacturation des travaux de raccordement au réseau pluvial pour le compte des tiers 

3-6 : Refacturation de matériel et prestations de travaux divers 

3-7 : Refacturation des services exceptionnels pour le compte des tiers 

3-8 : Refacturation des concessions funéraires &amp; redevances 

3-9 : Plan de Déplacement des Entreprises","Politique Publique &amp; Démocratie","Services d&#8217;utilité publique, communication","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","11.01.2013","Annuelle","2014-01-23","tarif ; service public ; redevance ; domaine public ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Tarifs" 
     103,"pub","Déclarations d’Intention d’Aliéner (DIA)","VilleMTP_MTP_DIA","Cette donnée renseigne les déclarations d’intention d’aliéner (DIA) de 2008 à 2012 pour la Commune de Montpellier. Lors de la vente d’un bien immobilier les notaires ont obligation d’informer la mairie des détails de la vente afin que la mairie puisse se substituer à l’acquéreur, elle utilise alors son droit de préemption. Cette donnée comporte les informations brutes dans le premier onglet, pour les suivants il s’agit d’un traitement statistique par type de bien, surface, type d’acquéreur, ou encore évolution des prix. 

Dans les versions Excel, sur l’onglet 3, il s’agit d’un tableau dynamique par quartier, il suffit de remplacer les cellules 1 E et F, par les cellules J et K correspondantes au quartier désiré. 

Ces données sont accompagnées par des traitements cartographiques de certaines données, compilés sous forme d’images dans un document PowerPoint.","Urbanisme","Planification, cadastre","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","19.11.2012","Annuelle","2014-01-08","DIA ; déclaration d’intention d’aliéner ; immobilier ; vente ; notaire ; urbanisme ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Declarations-d-Intention-d-Aliener" 
     102,"pub","Permis de construire","VilleMTP_MTP_PermisConst","Cette donnée renseigne les permis de construire favorables délivrés sur la Commune de Montpellier depuis le 01/01/2000.","Urbanisme","Planification, cadastre","Ville de Montpellier","Ville de Montpellier","","Ville de Montpellier","français","19.11.2012","Annuelle","2013-12-04","permis de construire ; urbanisme ; immobilier ; aménagement ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Permis-de-construire" 
     101,"pub","Carrefours à feux","VilleMTP_MTP_Signalisation","Cette donnée renseigne l’emplacement des carrefours à feux de la Ville de Montpellier, dont ceux équipés d’un système de signalisation sonore destiné aux personnes malvoyantes et aveugles.","Equipements","Localisation","Ville de Montpellier","Ville de Montpellier","","Montpellier","français","17.10.2012","Annuelle","2013-10-15","carrefour ; feux tricolores ; signalisation ; feux rouges ; handicap ; malvoyant ; aveugle ; montpellier","LICENCE OUVERTE / OPEN LICENCE","http://opendata.montpelliernumerique.fr/Carrefours-a-feux" 
